Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
4/2/2016 21:00,258,128,130,12,6,Klarer Himmel
4/2/2016 22:00,236,147,89,13,6,Klarer Himmel
4/2/2016 23:00,182,94,88,13,6,Klarer Himmel
4/3/2016 0:00,175,102,73,12,7,Klarer Himmel
4/3/2016 1:00,158,84,74,12,2,Klarer Himmel
4/3/2016 2:00,111,56,55,11,6,Klarer Himmel
4/3/2016 3:00,86,52,34,12,6,Regen
4/3/2016 4:00,50,28,22,11,4,Klarer Himmel
4/3/2016 5:00,41,31,10,11,6,Klarer Himmel
4/3/2016 6:00,41,25,16,11,6,Klarer Himmel
4/3/2016 7:00,52,16,36,11,4,Klarer Himmel
4/3/2016 8:00,70,32,38,12,9,Klarer Himmel
4/3/2016 9:00,131,74,57,13,6,Klarer Himmel
4/3/2016 10:00,237,127,110,14,9,Klarer Himmel
4/3/2016 11:00,221,119,102,15,11,wolkig
4/3/2016 12:00,284,144,140,16,7,wolkig
4/3/2016 13:00,346,201,145,17,11,Klarer Himmel
4/3/2016 14:00,453,280,173,19,13,Klarer Himmel
4/3/2016 15:00,476,296,180,20,9,wolkig
4/3/2016 16:00,501,259,242,20,19,wolkig
4/3/2016 17:00,520,254,266,20,9,wolkig
4/3/2016 18:00,451,222,229,20,7,wolkig
4/3/2016 19:00,379,208,171,19,2,wolkig
4/3/2016 20:00,244,141,103,18,6,wolkig
4/3/2016 21:00,179,100,79,18,11,Klarer Himmel
4/3/2016 22:00,133,77,56,17,13,Klarer Himmel
4/3/2016 23:00,71,43,28,16,11,Regen
4/4/2016 0:00,38,18,20,15,11,Regen
4/4/2016 1:00,23,11,12,15,11,Regen
4/4/2016 2:00,7,5,2,14,7,Regen
4/4/2016 3:00,9,6,3,13,9,Klarer Himmel
4/4/2016 4:00,17,7,10,14,13,Klarer Himmel
4/4/2016 5:00,81,42,39,14,11,Klarer Himmel
4/4/2016 6:00,330,160,170,13,15,Klarer Himmel
4/4/2016 7:00,973,650,323,14,13,wolkig
4/4/2016 8:00,830,567,263,15,13,wolkig
4/4/2016 9:00,633,436,197,17,19,teilweise bewölkt
4/4/2016 10:00,564,363,201,17,19,teilweise bewölkt
4/4/2016 11:00,577,324,253,18,19,wolkig
4/4/2016 12:00,631,304,327,19,22,teilweise bewölkt
4/4/2016 13:00,706,357,349,18,32,wolkig
4/4/2016 14:00,697,321,376,15,32,wolkig
4/4/2016 15:00,793,357,436,16,22,wolkig
4/4/2016 16:00,952,423,529,16,19,wolkig
4/4/2016 17:00,1029,497,532,15,19,wolkig
4/4/2016 18:00,882,376,506,15,11,wolkig
4/4/2016 19:00,720,329,391,14,7,Klarer Himmel
4/4/2016 20:00,447,203,244,11,2,Klarer Himmel
4/4/2016 21:00,294,148,146,9,4,Klarer Himmel
4/4/2016 22:00,262,130,132,11,6,Klarer Himmel
4/4/2016 23:00,110,57,53,11,6,Klarer Himmel
4/5/2016 0:00,56,28,28,10,6,teilweise bewölkt
4/5/2016 1:00,24,12,12,10,4,teilweise bewölkt
4/5/2016 2:00,11,4,7,11,6,Klarer Himmel
4/5/2016 3:00,16,4,12,11,4,Klarer Himmel
4/5/2016 4:00,24,6,18,12,4,wolkig
4/5/2016 5:00,89,40,49,12,6,wolkig
4/5/2016 6:00,313,132,181,12,6,wolkig
4/5/2016 7:00,937,618,319,11,11,wolkig
4/5/2016 8:00,818,552,266,12,11,Regen
4/5/2016 9:00,554,386,168,12,11,Regen
4/5/2016 10:00,382,229,153,13,9,Regen
4/5/2016 11:00,384,207,177,13,11,Regen
4/5/2016 12:00,414,198,216,12,9,Regen
4/5/2016 13:00,596,288,308,12,9,Regen
4/5/2016 14:00,572,285,287,12,17,Regen
4/5/2016 15:00,588,261,327,11,17,Regen
4/5/2016 16:00,779,333,446,11,15,Regen
4/5/2016 17:00,849,377,472,11,11,Regen
4/5/2016 18:00,726,330,396,11,11,Regen
4/5/2016 19:00,623,285,338,11,6,wolkig
4/5/2016 20:00,371,170,201,10,9,teilweise bewölkt
4/5/2016 21:00,242,120,122,10,9,
4/5/2016 22:00,235,119,116,9,11,
4/5/2016 23:00,120,48,72,8,7,
4/6/2016 0:00,72,40,32,8,6,
4/6/2016 1:00,35,13,22,7,7,
4/6/2016 2:00,14,8,6,7,9,Nebel
4/6/2016 3:00,9,8,1,7,11,Nebel
4/6/2016 4:00,18,8,10,8,13,wolkig
4/6/2016 5:00,70,36,34,8,15,wolkig
4/6/2016 6:00,339,141,198,8,15,wolkig
4/6/2016 7:00,951,655,296,8,15,wolkig
4/6/2016 8:00,842,581,261,8,15,wolkig
4/6/2016 9:00,653,467,186,8,17,wolkig
4/6/2016 10:00,551,365,186,9,19,wolkig
4/6/2016 11:00,567,310,257,9,20,wolkig
4/6/2016 12:00,679,338,341,11,20,wolkig
4/6/2016 13:00,709,323,386,12,30,teilweise bewölkt
4/6/2016 14:00,696,345,351,12,30,wolkig
4/6/2016 15:00,793,361,432,12,33,wolkig
4/6/2016 16:00,881,375,506,12,28,Regen
4/6/2016 17:00,987,449,538,12,26,Regen
4/6/2016 18:00,882,375,507,12,26,Regen
4/6/2016 19:00,603,269,334,11,20,wolkig
4/6/2016 20:00,411,198,213,11,22,Regen
4/6/2016 21:00,293,131,162,9,20,Regen
4/6/2016 22:00,266,148,118,8,46,Regen
4/6/2016 23:00,139,68,71,7,20,Klarer Himmel
4/7/2016 0:00,82,39,43,7,17,Regen
4/7/2016 1:00,63,23,40,7,15,wolkig
4/7/2016 2:00,26,10,16,6,13,teilweise bewölkt
4/7/2016 3:00,35,14,21,6,15,teilweise bewölkt
4/7/2016 4:00,38,16,22,6,22,teilweise bewölkt
4/7/2016 5:00,87,42,45,6,17,Klarer Himmel
4/7/2016 6:00,313,137,176,6,15,teilweise bewölkt
4/7/2016 7:00,945,617,328,6,13,teilweise bewölkt
4/7/2016 8:00,785,530,255,6,20,teilweise bewölkt
4/7/2016 9:00,643,452,191,7,22,teilweise bewölkt
4/7/2016 10:00,439,291,148,8,26,teilweise bewölkt
4/7/2016 11:00,523,296,227,9,30,teilweise bewölkt
4/7/2016 12:00,582,297,285,10,30,teilweise bewölkt
4/7/2016 13:00,649,293,356,10,28,wolkig
4/7/2016 14:00,661,323,338,11,33,teilweise bewölkt
4/7/2016 15:00,763,351,412,11,30,teilweise bewölkt
4/7/2016 16:00,944,424,520,12,30,teilweise bewölkt
4/7/2016 17:00,1073,497,576,11,22,teilweise bewölkt
4/7/2016 18:00,941,425,516,10,24,teilweise bewölkt
4/7/2016 19:00,743,322,421,8,13,teilweise bewölkt
4/7/2016 20:00,467,212,255,8,11,teilweise bewölkt
4/7/2016 21:00,285,131,154,7,13,Klarer Himmel
4/7/2016 22:00,212,110,102,7,13,Klarer Himmel
4/7/2016 23:00,221,110,111,7,15,Klarer Himmel
4/8/2016 0:00,92,50,42,6,13,Klarer Himmel
4/8/2016 1:00,46,15,31,5,9,Klarer Himmel
4/8/2016 2:00,11,4,7,5,7,Klarer Himmel
4/8/2016 3:00,17,7,10,3,6,teilweise bewölkt
4/8/2016 4:00,16,9,7,3,6,teilweise bewölkt
4/8/2016 5:00,84,42,42,4,7,wolkig
4/8/2016 6:00,292,139,153,5,13,wolkig
4/8/2016 7:00,895,612,283,5,9,wolkig
4/8/2016 8:00,704,479,225,6,11,wolkig
4/8/2016 9:00,576,411,165,6,11,wolkig
4/8/2016 10:00,500,306,194,7,13,wolkig
4/8/2016 11:00,564,302,262,8,9,wolkig
4/8/2016 12:00,662,328,334,9,13,wolkig
4/8/2016 13:00,834,357,477,10,13,wolkig
4/8/2016 14:00,845,407,438,11,11,wolkig
4/8/2016 15:00,817,390,427,11,13,wolkig
4/8/2016 16:00,786,328,458,11,13,wolkig
4/8/2016 17:00,763,331,432,11,13,wolkig
4/8/2016 18:00,742,322,420,11,7,wolkig
4/8/2016 19:00,629,303,326,10,6,wolkig
4/8/2016 20:00,465,236,229,7,4,teilweise bewölkt
4/8/2016 21:00,304,143,161,7,4,Klarer Himmel
4/8/2016 22:00,255,128,127,7,4,Klarer Himmel
4/8/2016 23:00,206,91,115,5,2,Klarer Himmel
4/9/2016 0:00,173,79,94,4,4,Klarer Himmel
4/9/2016 1:00,159,60,99,3,2,Klarer Himmel
4/9/2016 2:00,96,41,55,2,2,Nebel
4/9/2016 3:00,84,53,31,2,2,Nebel
4/9/2016 4:00,50,28,22,1,2,Nebel
4/9/2016 5:00,49,39,10,2,6,Nebel
4/9/2016 6:00,58,29,29,2,6,Nebel
4/9/2016 7:00,139,73,66,3,4,Nebel
4/9/2016 8:00,275,173,102,5,4,
4/9/2016 9:00,461,300,161,7,7,
4/9/2016 10:00,613,448,165,10,11,Klarer Himmel
4/9/2016 11:00,757,492,265,12,11,teilweise bewölkt
4/9/2016 12:00,871,468,403,13,9,teilweise bewölkt
4/9/2016 13:00,908,460,448,13,7,teilweise bewölkt
4/9/2016 14:00,799,364,435,14,15,teilweise bewölkt
4/9/2016 15:00,735,316,419,15,11,Klarer Himmel
4/9/2016 16:00,662,277,385,15,9,Klarer Himmel
4/9/2016 17:00,629,284,345,15,9,teilweise bewölkt
4/9/2016 18:00,646,301,345,14,13,Klarer Himmel
4/9/2016 19:00,576,244,332,13,6,Klarer Himmel
4/9/2016 20:00,441,212,229,12,6,Klarer Himmel
4/9/2016 21:00,285,135,150,11,6,Klarer Himmel
4/9/2016 22:00,254,133,121,11,7,Klarer Himmel
4/9/2016 23:00,220,109,111,10,7,Klarer Himmel
4/10/2016 0:00,230,107,123,10,7,Klarer Himmel
4/10/2016 1:00,210,106,104,10,6,Klarer Himmel
4/10/2016 2:00,115,61,54,10,7,Klarer Himmel
4/10/2016 3:00,102,57,45,10,6,Klarer Himmel
4/10/2016 4:00,81,55,26,10,7,Klarer Himmel
4/10/2016 5:00,58,43,15,10,9,Klarer Himmel
4/10/2016 6:00,44,27,17,10,7,Klarer Himmel
4/10/2016 7:00,57,25,32,9,6,Klarer Himmel
4/10/2016 8:00,69,33,36,10,9,Klarer Himmel
4/10/2016 9:00,144,73,71,12,11,Klarer Himmel
4/10/2016 10:00,272,169,103,13,9,wolkig
4/10/2016 11:00,341,198,143,14,9,wolkig
4/10/2016 12:00,397,220,177,15,9,wolkig
4/10/2016 13:00,427,246,181,16,13,wolkig
4/10/2016 14:00,546,325,221,16,9,teilweise bewölkt
4/10/2016 15:00,529,300,229,17,11,teilweise bewölkt
4/10/2016 16:00,515,274,241,17,15,teilweise bewölkt
4/10/2016 17:00,596,317,279,16,11,teilweise bewölkt
4/10/2016 18:00,519,252,267,15,7,Klarer Himmel
4/10/2016 19:00,451,206,245,15,7,Klarer Himmel
4/10/2016 20:00,348,159,189,13,6,Klarer Himmel
4/10/2016 21:00,227,119,108,12,7,Klarer Himmel
4/10/2016 22:00,161,95,66,11,7,Klarer Himmel
4/10/2016 23:00,78,42,36,11,9,Klarer Himmel
4/11/2016 0:00,41,25,16,10,11,Klarer Himmel
4/11/2016 1:00,16,10,6,9,11,Klarer Himmel
4/11/2016 2:00,4,2,2,8,11,Klarer Himmel
4/11/2016 3:00,3,1,2,8,13,Klarer Himmel
4/11/2016 4:00,10,3,7,8,9,Klarer Himmel
4/11/2016 5:00,72,33,39,7,11,Klarer Himmel
4/11/2016 6:00,331,164,167,7,11,Klarer Himmel
4/11/2016 7:00,1083,730,353,7,11,Klarer Himmel
4/11/2016 8:00,918,635,283,9,15,Klarer Himmel
4/11/2016 9:00,758,548,210,10,17,Klarer Himmel
4/11/2016 10:00,607,389,218,11,19,Klarer Himmel
4/11/2016 11:00,682,373,309,12,17,teilweise bewölkt
4/11/2016 12:00,695,346,349,13,13,teilweise bewölkt
4/11/2016 13:00,846,443,403,14,19,Klarer Himmel
4/11/2016 14:00,745,375,370,16,15,Klarer Himmel
4/11/2016 15:00,942,445,497,16,17,Klarer Himmel
4/11/2016 16:00,1038,448,590,16,15,Klarer Himmel
4/11/2016 17:00,1240,559,681,16,13,Klarer Himmel
4/11/2016 18:00,1090,454,636,16,17,Klarer Himmel
4/11/2016 19:00,870,369,501,14,13,Klarer Himmel
4/11/2016 20:00,519,235,284,13,9,Klarer Himmel
4/11/2016 21:00,409,202,207,12,9,Klarer Himmel
4/11/2016 22:00,282,158,124,11,7,Klarer Himmel
4/11/2016 23:00,163,67,96,10,9,Klarer Himmel
4/12/2016 0:00,88,38,50,9,7,Klarer Himmel
4/12/2016 1:00,49,24,25,9,9,Klarer Himmel
4/12/2016 2:00,20,11,9,9,7,Klarer Himmel
4/12/2016 3:00,20,15,5,8,7,Klarer Himmel
4/12/2016 4:00,16,11,5,8,6,Klarer Himmel
4/12/2016 5:00,78,35,43,8,11,
4/12/2016 6:00,371,164,207,8,7,
4/12/2016 7:00,1092,746,346,8,7,Regen
4/12/2016 8:00,941,658,283,9,4,
4/12/2016 9:00,762,564,198,10,7,
4/12/2016 10:00,630,372,258,13,4,teilweise bewölkt
4/12/2016 11:00,583,342,241,15,9,Klarer Himmel
4/12/2016 12:00,694,336,358,16,7,teilweise bewölkt
4/12/2016 13:00,842,418,424,18,9,teilweise bewölkt
4/12/2016 14:00,830,397,433,18,6,teilweise bewölkt
4/12/2016 15:00,1019,486,533,18,7,Klarer Himmel
4/12/2016 16:00,1056,444,612,18,7,Klarer Himmel
4/12/2016 17:00,1212,568,644,18,4,Klarer Himmel
4/12/2016 18:00,1063,480,583,18,6,Klarer Himmel
4/12/2016 19:00,813,351,462,16,4,Klarer Himmel
4/12/2016 20:00,644,296,348,15,6,Klarer Himmel
4/12/2016 21:00,311,157,154,12,22,
4/12/2016 22:00,378,173,205,11,13,Regen
4/12/2016 23:00,238,88,150,10,4,wolkig
4/13/2016 0:00,135,43,92,10,13,wolkig
4/13/2016 1:00,35,18,17,10,9,wolkig
4/13/2016 2:00,30,24,6,9,6,wolkig
4/13/2016 3:00,41,35,6,8,2,Nebel
4/13/2016 4:00,40,33,7,9,7,wolkig
4/13/2016 5:00,81,39,42,8,6,wolkig
4/13/2016 6:00,331,141,190,8,6,Nebel
4/13/2016 7:00,1134,812,322,8,7,teilweise bewölkt
4/13/2016 8:00,988,683,305,9,4,wolkig
4/13/2016 9:00,753,560,193,10,4,wolkig
4/13/2016 10:00,655,386,269,11,4,wolkig
4/13/2016 11:00,710,432,278,12,4,wolkig
4/13/2016 12:00,765,362,403,13,6,wolkig
4/13/2016 13:00,875,425,450,13,6,wolkig
4/13/2016 14:00,852,352,500,14,4,wolkig
4/13/2016 15:00,930,413,517,14,6,wolkig
4/13/2016 16:00,1002,435,567,14,9,wolkig
4/13/2016 17:00,1088,520,568,14,9,wolkig
4/13/2016 18:00,1015,454,561,14,7,wolkig
4/13/2016 19:00,790,389,401,13,6,wolkig
4/13/2016 20:00,631,305,326,10,24,Regen
4/13/2016 21:00,408,184,224,9,2,wolkig
4/13/2016 22:00,352,186,166,9,6,wolkig
4/13/2016 23:00,193,85,108,9,2,wolkig
4/14/2016 0:00,160,73,87,8,4,wolkig
4/14/2016 1:00,87,29,58,7,2,Nebel
4/14/2016 2:00,46,12,34,6,7,Nebel
4/14/2016 3:00,59,24,35,6,4,Nebel
4/14/2016 4:00,43,17,26,4,4,Nebel
4/14/2016 5:00,95,42,53,3,6,Nebel
4/14/2016 6:00,320,133,187,4,2,Nebel
4/14/2016 7:00,1074,736,338,4,2,Nebel
4/14/2016 8:00,885,624,261,7,6,
4/14/2016 9:00,725,546,179,10,4,Klarer Himmel
4/14/2016 10:00,567,368,199,13,4,Klarer Himmel
4/14/2016 11:00,664,392,272,14,7,teilweise bewölkt
4/14/2016 12:00,767,365,402,14,13,teilweise bewölkt
4/14/2016 13:00,893,428,465,16,13,teilweise bewölkt
4/14/2016 14:00,793,385,408,15,15,Klarer Himmel
4/14/2016 15:00,941,414,527,16,13,teilweise bewölkt
4/14/2016 16:00,1081,469,612,15,15,teilweise bewölkt
4/14/2016 17:00,1178,520,658,14,11,wolkig
4/14/2016 18:00,1045,479,566,14,6,wolkig
4/14/2016 19:00,829,379,450,14,4,Klarer Himmel
4/14/2016 20:00,602,235,367,11,4,Klarer Himmel
4/14/2016 21:00,336,148,188,8,4,Klarer Himmel
4/14/2016 22:00,268,136,132,7,4,Klarer Himmel
4/14/2016 23:00,266,116,150,8,4,Klarer Himmel
4/15/2016 0:00,92,38,54,10,2,wolkig
4/15/2016 1:00,56,31,25,10,7,Regen
4/15/2016 2:00,27,15,12,9,6,Klarer Himmel
4/15/2016 3:00,23,13,10,8,11,Klarer Himmel
4/15/2016 4:00,28,15,13,8,11,Klarer Himmel
4/15/2016 5:00,78,28,50,10,13,Regen
4/15/2016 6:00,282,125,157,9,4,Regen
4/15/2016 7:00,768,525,243,9,4,Regen
4/15/2016 8:00,599,433,166,9,6,Regen
4/15/2016 9:00,485,343,142,9,6,wolkig
4/15/2016 10:00,472,267,205,10,7,wolkig
4/15/2016 11:00,544,295,249,12,15,Regen
4/15/2016 12:00,620,310,310,11,17,Regen
4/15/2016 13:00,681,285,396,12,20,Regen
4/15/2016 14:00,735,343,392,11,32,Regen
4/15/2016 15:00,695,319,376,12,24,Regen
4/15/2016 16:00,655,293,362,12,19,wolkig
4/15/2016 17:00,760,374,386,12,28,Klarer Himmel
4/15/2016 18:00,680,321,359,13,17,teilweise bewölkt
4/15/2016 19:00,597,292,305,12,9,teilweise bewölkt
4/15/2016 20:00,580,307,273,8,6,teilweise bewölkt
4/15/2016 21:00,376,146,230,9,2,wolkig
4/15/2016 22:00,327,118,209,7,6,Klarer Himmel
4/15/2016 23:00,266,104,162,6,4,Klarer Himmel
4/16/2016 0:00,209,96,113,6,6,Klarer Himmel
4/16/2016 1:00,164,79,85,7,4,teilweise bewölkt
4/16/2016 2:00,117,57,60,8,7,teilweise bewölkt
4/16/2016 3:00,84,55,29,9,7,wolkig
4/16/2016 4:00,48,27,21,9,13,wolkig
4/16/2016 5:00,55,32,23,10,17,teilweise bewölkt
4/16/2016 6:00,55,27,28,11,17,wolkig
4/16/2016 7:00,147,75,72,11,24,wolkig
4/16/2016 8:00,230,143,87,10,32,Regen
4/16/2016 9:00,399,273,126,11,15,wolkig
4/16/2016 10:00,541,354,187,12,37,teilweise bewölkt
4/16/2016 11:00,626,380,246,13,28,teilweise bewölkt
4/16/2016 12:00,706,358,348,13,28,teilweise bewölkt
4/16/2016 13:00,660,315,345,15,26,Regen
4/16/2016 14:00,645,291,354,11,35,Regen
4/16/2016 15:00,613,273,340,13,32,Regen
4/16/2016 16:00,584,236,348,12,22,Regen
4/16/2016 17:00,561,253,308,11,19,Regen
4/16/2016 18:00,556,210,346,11,22,Regen
4/16/2016 19:00,397,184,213,10,19,wolkig
4/16/2016 20:00,379,194,185,9,17,wolkig
4/16/2016 21:00,276,147,129,8,15,wolkig
4/16/2016 22:00,249,137,112,7,9,wolkig
4/16/2016 23:00,166,90,76,6,6,wolkig
4/17/2016 0:00,196,90,106,6,7,teilweise bewölkt
4/17/2016 1:00,153,64,89,5,6,Klarer Himmel
4/17/2016 2:00,135,58,77,3,6,Klarer Himmel
4/17/2016 3:00,100,54,46,3,6,teilweise bewölkt
4/17/2016 4:00,63,47,16,4,6,wolkig
4/17/2016 5:00,45,33,12,4,4,wolkig
4/17/2016 6:00,46,23,23,5,7,wolkig
4/17/2016 7:00,46,21,25,5,7,Regen
4/17/2016 8:00,91,50,41,6,13,Regen
4/17/2016 9:00,185,104,81,7,13,Regen
4/17/2016 10:00,210,119,91,7,13,wolkig
4/17/2016 11:00,271,146,125,9,19,teilweise bewölkt
4/17/2016 12:00,314,155,159,10,19,teilweise bewölkt
4/17/2016 13:00,384,197,187,10,17,teilweise bewölkt
4/17/2016 14:00,435,206,229,9,20,Regen
4/17/2016 15:00,450,245,205,10,20,teilweise bewölkt
4/17/2016 16:00,486,250,236,9,15,Regen
4/17/2016 17:00,518,278,240,9,17,Regen
4/17/2016 18:00,546,317,229,8,15,teilweise bewölkt
4/17/2016 19:00,359,228,131,8,9,teilweise bewölkt
4/17/2016 20:00,327,190,137,7,6,teilweise bewölkt
4/17/2016 21:00,225,127,98,4,2,Klarer Himmel
4/17/2016 22:00,186,115,71,4,2,Klarer Himmel
4/17/2016 23:00,89,52,37,3,4,teilweise bewölkt
4/18/2016 0:00,42,22,20,3,6,teilweise bewölkt
4/18/2016 1:00,17,7,10,2,2,Klarer Himmel
4/18/2016 2:00,2,0,2,2,2,Klarer Himmel
4/18/2016 3:00,7,3,4,0,2,Klarer Himmel
4/18/2016 4:00,12,5,7,0,2,Nebel
4/18/2016 5:00,84,39,45,0,4,Nebel
4/18/2016 6:00,333,170,163,0,2,Nebel
4/18/2016 7:00,1033,707,326,2,4,Klarer Himmel
4/18/2016 8:00,943,671,272,6,11,Klarer Himmel
4/18/2016 9:00,751,549,202,8,20,Klarer Himmel
4/18/2016 10:00,607,387,220,9,20,teilweise bewölkt
4/18/2016 11:00,701,401,300,11,24,teilweise bewölkt
4/18/2016 12:00,670,349,321,11,28,teilweise bewölkt
4/18/2016 13:00,771,391,380,11,24,wolkig
4/18/2016 14:00,752,376,376,11,22,wolkig
4/18/2016 15:00,809,388,421,12,24,wolkig
4/18/2016 16:00,1033,435,598,12,28,wolkig
4/18/2016 17:00,1107,498,609,12,30,wolkig
4/18/2016 18:00,990,429,561,11,28,wolkig
4/18/2016 19:00,842,333,509,11,20,wolkig
4/18/2016 20:00,482,190,292,10,20,teilweise bewölkt
4/18/2016 21:00,324,150,174,9,17,Klarer Himmel
4/18/2016 22:00,253,125,128,9,20,wolkig
4/18/2016 23:00,127,66,61,9,17,Klarer Himmel
4/19/2016 0:00,54,23,31,9,17,Klarer Himmel
4/19/2016 1:00,27,15,12,9,15,wolkig
4/19/2016 2:00,12,3,9,8,22,wolkig
4/19/2016 3:00,6,2,4,8,15,wolkig
4/19/2016 4:00,15,6,9,8,17,wolkig
4/19/2016 5:00,88,40,48,8,15,wolkig
4/19/2016 6:00,334,139,195,8,17,Klarer Himmel
4/19/2016 7:00,1094,743,351,8,17,Klarer Himmel
4/19/2016 8:00,947,686,261,9,17,wolkig
4/19/2016 9:00,757,551,206,10,22,wolkig
4/19/2016 10:00,544,336,208,11,22,wolkig
4/19/2016 11:00,593,328,265,12,19,teilweise bewölkt
4/19/2016 12:00,707,323,384,13,17,wolkig
4/19/2016 13:00,744,314,430,14,20,wolkig
4/19/2016 14:00,767,366,401,13,19,teilweise bewölkt
4/19/2016 15:00,853,403,450,12,19,teilweise bewölkt
4/19/2016 16:00,1026,421,605,13,24,teilweise bewölkt
4/19/2016 17:00,1199,519,680,13,26,teilweise bewölkt
4/19/2016 18:00,1038,450,588,12,24,teilweise bewölkt
4/19/2016 19:00,860,376,484,10,20,teilweise bewölkt
4/19/2016 20:00,579,236,343,8,17,teilweise bewölkt
4/19/2016 21:00,332,146,186,7,13,Klarer Himmel
4/19/2016 22:00,349,185,164,7,11,teilweise bewölkt
4/19/2016 23:00,135,63,72,6,11,teilweise bewölkt
4/20/2016 0:00,63,33,30,5,6,Klarer Himmel
4/20/2016 1:00,39,19,20,4,4,Klarer Himmel
4/20/2016 2:00,17,4,13,2,6,Klarer Himmel
4/20/2016 3:00,15,5,10,2,4,Klarer Himmel
4/20/2016 4:00,15,6,9,1,0,teilweise bewölkt
4/20/2016 5:00,90,41,49,1,4,Nebel
4/20/2016 6:00,354,147,207,1,4,Nebel
4/20/2016 7:00,1102,755,347,3,2,teilweise bewölkt
4/20/2016 8:00,965,692,273,6,7,teilweise bewölkt
4/20/2016 9:00,753,547,206,8,11,teilweise bewölkt
4/20/2016 10:00,672,403,269,9,9,teilweise bewölkt
4/20/2016 11:00,713,451,262,10,11,teilweise bewölkt
4/20/2016 12:00,804,404,400,10,11,teilweise bewölkt
4/20/2016 13:00,828,426,402,11,9,teilweise bewölkt
4/20/2016 14:00,874,375,499,12,7,Klarer Himmel
4/20/2016 15:00,928,442,486,13,9,Klarer Himmel
4/20/2016 16:00,1083,461,622,13,11,Klarer Himmel
4/20/2016 17:00,1156,559,597,13,15,Klarer Himmel
4/20/2016 18:00,1111,481,630,13,11,Klarer Himmel
4/20/2016 19:00,870,378,492,12,11,Klarer Himmel
4/20/2016 20:00,617,260,357,9,7,Klarer Himmel
4/20/2016 21:00,425,173,252,9,13,Klarer Himmel
4/20/2016 22:00,346,160,186,8,15,Klarer Himmel
4/20/2016 23:00,217,95,122,6,9,Klarer Himmel
4/21/2016 0:00,139,60,79,5,7,Klarer Himmel
4/21/2016 1:00,59,25,34,4,4,Klarer Himmel
4/21/2016 2:00,37,14,23,3,4,Klarer Himmel
4/21/2016 3:00,61,45,16,3,2,Klarer Himmel
4/21/2016 4:00,40,24,16,2,6,Klarer Himmel
4/21/2016 5:00,97,48,49,3,6,Klarer Himmel
4/21/2016 6:00,363,168,195,3,2,Klarer Himmel
4/21/2016 7:00,1120,766,354,5,6,Klarer Himmel
4/21/2016 8:00,898,633,265,7,6,Klarer Himmel
4/21/2016 9:00,826,610,216,10,6,Klarer Himmel
4/21/2016 10:00,597,356,241,11,9,Klarer Himmel
4/21/2016 11:00,657,369,288,12,9,Klarer Himmel
4/21/2016 12:00,779,362,417,14,9,Klarer Himmel
4/21/2016 13:00,860,428,432,14,9,Klarer Himmel
4/21/2016 14:00,840,390,450,16,9,Klarer Himmel
4/21/2016 15:00,982,464,518,16,13,Klarer Himmel
4/21/2016 16:00,1105,494,611,16,13,Klarer Himmel
4/21/2016 17:00,1260,574,686,16,9,Klarer Himmel
4/21/2016 18:00,1094,500,594,15,15,Klarer Himmel
4/21/2016 19:00,982,430,552,14,13,Klarer Himmel
4/21/2016 20:00,625,261,364,11,9,Klarer Himmel
4/21/2016 21:00,432,208,224,8,7,Klarer Himmel
4/21/2016 22:00,361,208,153,9,17,Klarer Himmel
4/21/2016 23:00,223,128,95,8,20,Klarer Himmel
4/22/2016 0:00,99,51,48,6,11,Klarer Himmel
4/22/2016 1:00,48,23,25,4,4,Klarer Himmel
4/22/2016 2:00,21,10,11,4,2,Klarer Himmel
4/22/2016 3:00,15,4,11,2,9,Klarer Himmel
4/22/2016 4:00,14,5,9,2,2,Klarer Himmel
4/22/2016 5:00,86,35,51,2,2,Nebel
4/22/2016 6:00,289,127,162,2,4,Nebel
4/22/2016 7:00,1003,704,299,5,6,Klarer Himmel
4/22/2016 8:00,868,587,281,7,15,wolkig
4/22/2016 9:00,654,469,185,8,22,wolkig
4/22/2016 10:00,609,377,232,9,13,wolkig
4/22/2016 11:00,623,330,293,10,7,wolkig
4/22/2016 12:00,766,367,399,11,11,wolkig
4/22/2016 13:00,975,411,564,12,11,Klarer Himmel
4/22/2016 14:00,928,413,515,13,4,Klarer Himmel
4/22/2016 15:00,908,441,467,13,15,Klarer Himmel
4/22/2016 16:00,935,434,501,13,13,Klarer Himmel
4/22/2016 17:00,928,445,483,13,13,Klarer Himmel
4/22/2016 18:00,879,377,502,12,15,Klarer Himmel
4/22/2016 19:00,739,311,428,11,15,Klarer Himmel
4/22/2016 20:00,543,225,318,10,17,Klarer Himmel
4/22/2016 21:00,354,182,172,9,15,Klarer Himmel
4/22/2016 22:00,385,218,167,8,15,Klarer Himmel
4/22/2016 23:00,266,146,120,7,15,Klarer Himmel
4/23/2016 0:00,230,120,110,6,11,Klarer Himmel
4/23/2016 1:00,162,64,98,6,7,Klarer Himmel
4/23/2016 2:00,130,68,62,5,7,Klarer Himmel
4/23/2016 3:00,96,48,48,5,7,Klarer Himmel
4/23/2016 4:00,62,38,24,4,7,Klarer Himmel
4/23/2016 5:00,56,34,22,4,4,Klarer Himmel
4/23/2016 6:00,70,37,33,4,6,Klarer Himmel
4/23/2016 7:00,146,81,65,4,11,wolkig
